"Time (s) Run #1","Output Voltage, Ch V (V) Run #1","Voltage, Ch A (V) Run #1","Time (s) Run #2","Output Voltage, Ch V (V) Run #2","Voltage, Ch A (V) Run #2","Time (s) Run #3","Output Voltage, Ch V (V) Run #3","Voltage, Ch A (V) Run #3","Time (s) Run #4","Output Voltage, Ch V (V) Run #4","Voltage, Ch A (V) Run #4","Time (s) Run #5","Output Voltage, Ch V (V) Run #5","Voltage, Ch A (V) Run #5","Time (s) Run #6","Output Voltage, Ch V (V) Run #6","Voltage, Ch A (V) Run #6","Time (s) Run #7","Output Voltage, Ch V (V) Run #7","Voltage, Ch A (V) Run #7","Time (s) Run #8","Output Voltage, Ch V (V) Run #8","Voltage, Ch A (V) Run #8","Time (s) Run #9","Output Voltage, Ch V (V) Run #9","Voltage, Ch A (V) Run #9","Time (s) Run #10","Output Voltage, Ch V (V) Run #10","Voltage, Ch A (V) Run #10","Time (s) Run #11","Output Voltage, Ch V (V) Run #11","Voltage, Ch A (V) Run #11","Time (s) Run #12","Output Voltage, Ch V (V) Run #12","Voltage, Ch A (V) Run #12","Time (s) Run #13","Output Voltage, Ch V (V) Run #13","Voltage, Ch A (V) Run #13","Time (s) Run #14","Output Voltage, Ch V (V) Run #14","Voltage, Ch A (V) Run #14","Time (s) Run #15","Output Voltage, Ch V (V) Run #15","Voltage, Ch A (V) Run #15","Time (s) Run #16","Output Voltage, Ch V (V) Run #16","Voltage, Ch A (V) Run #16","Time (s) Run #17","Output Voltage, Ch V (V) Run #17","Voltage, Ch A (V) Run #17","Time (s) Run #18","Output Voltage, Ch V (V) Run #18","Voltage, Ch A (V) Run #18","Time (s) Run #19","Output Voltage, Ch V (V) Run #19","Voltage, Ch A (V) Run #19","Time (s) Run #20","Output Voltage, Ch V (V) Run #20","Voltage, Ch A (V) Run #20","Time (s) Run #21","Output Voltage, Ch V (V) Run #21","Voltage, Ch A (V) Run #21"
0.009,4.353,0.024,0.009,-2.997,0.025,0.009,1.387,0.032,0.009,3.840,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,3.314,0.026
0.009,4.383,0.027,0.009,-2.947,0.024,0.009,1.444,0.033,0.009,3.878,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,3.360,0.022
0.009,4.411,0.027,0.009,-2.896,0.025,0.009,1.506,0.032,0.009,3.917,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,3.412,0.018
0.009,4.435,0.023,0.009,-2.852,0.023,0.009,1.570,0.033,0.009,3.956,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,3.456,0.016
0.009,4.463,0.022,0.009,-2.799,0.023,0.009,1.627,0.035,0.009,3.999,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,3.498,0.015
0.009,4.493,0.023,0.009,-2.744,0.028,0.009,1.681,0.035,0.009,4.029,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,3.543,0.015
0.009,4.520,0.021,0.009,-2.702,0.030,0.009,1.741,0.034,0.009,4.071,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,3.590,0.013
0.009,4.543,0.025,0.009,-2.649,0.028,0.009,1.792,0.033,0.009,4.112,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,3.631,0.015
0.009,4.568,0.027,0.009,-2.595,0.029,0.009,1.848,0.035,0.009,4.148,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,3.678,0.017
0.009,4.592,0.029,0.009,-2.538,0.029,0.009,1.908,0.035,0.009,4.184,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,3.725,0.022
0.009,4.613,0.028,0.009,-2.486,0.028,0.009,1.969,0.040,0.009,4.219,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,3.763,0.022
0.009,4.631,0.028,0.009,-2.434,0.029,0.009,2.023,0.038,0.009,4.253,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,3.806,0.019
0.009,4.648,0.022,0.009,-2.387,0.025,0.009,2.071,0.034,0.009,4.287,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,3.843,0.018
0.009,4.675,0.019,0.009,-2.324,0.028,0.009,2.130,0.033,0.009,4.322,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,3.880,0.019
0.009,4.697,0.023,0.009,-2.273,0.032,0.009,2.195,0.036,0.009,4.353,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,3.919,0.016
0.009,4.712,0.019,0.009,-2.218,0.032,0.009,2.246,0.038,0.009,4.392,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,3.960,0.021
0.009,4.735,0.019,0.009,-2.165,0.030,0.009,2.306,0.038,0.009,4.419,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,3.990,0.022
0.009,4.756,0.023,0.009,-2.110,0.032,0.009,2.361,0.043,0.009,4.447,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.029,0.022
0.009,4.776,0.025,0.009,-2.055,0.029,0.009,2.408,0.038,0.009,4.482,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.064,0.022
0.009,4.792,0.027,0.009,-1.992,0.029,0.009,2.466,0.035,0.009,4.508,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.094,0.019
0.009,4.807,0.024,0.009,-1.939,0.029,0.009,2.518,0.038,0.009,4.540,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.132,0.017
0.009,4.826,0.022,0.009,-1.873,0.029,0.009,2.575,0.035,0.009,4.564,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.162,0.017
0.009,4.839,0.019,0.009,-1.817,0.030,0.009,2.628,0.034,0.009,4.581,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.197,0.017
0.009,4.859,0.016,0.009,-1.756,0.035,0.009,2.687,0.035,0.009,4.610,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.227,0.016
0.009,4.880,0.018,0.009,-1.699,0.035,0.009,2.739,0.036,0.009,4.631,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.260,0.019
0.009,4.887,0.021,0.009,-1.637,0.032,0.009,2.793,0.033,0.009,4.657,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.295,0.022
0.009,4.898,0.019,0.009,-1.576,0.035,0.009,2.848,0.033,0.009,4.676,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.324,0.023
0.009,4.913,0.021,0.009,-1.518,0.038,0.009,2.898,0.035,0.009,4.700,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.353,0.021
0.009,4.917,0.021,0.009,-1.458,0.030,0.009,2.953,0.035,0.009,4.717,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.382,0.018
0.009,4.936,0.018,0.009,-1.400,0.029,0.009,3.005,0.036,0.009,4.734,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.408,0.018
0.009,4.950,0.019,0.009,-1.330,0.034,0.009,3.056,0.034,0.009,4.756,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.439,0.016
0.009,4.957,0.012,0.009,-1.269,0.033,0.009,3.109,0.034,0.009,4.773,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.470,0.018
0.009,4.968,0.016,0.009,-1.203,0.032,0.009,3.154,0.034,0.009,4.786,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.491,0.019
0.009,4.978,0.014,0.009,-1.143,0.034,0.009,3.205,0.030,0.009,4.801,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.515,0.024
0.009,4.983,0.016,0.009,-1.079,0.035,0.009,3.251,0.025,0.009,4.815,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.544,0.022
0.009,4.986,0.016,0.009,-1.016,0.033,0.009,3.303,0.029,0.009,4.831,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.568,0.019
0.009,4.994,0.017,0.009,-0.955,0.034,0.009,3.351,0.033,0.009,4.846,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.592,0.016
0.009,4.991,0.014,0.009,-0.890,0.033,0.009,3.402,0.030,0.009,4.862,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.620,0.017
0.009,4.999,0.013,0.009,-0.824,0.030,0.009,3.450,0.029,0.009,4.873,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.645,0.017
0.009,5.003,0.017,0.009,-0.766,0.027,0.009,3.490,0.030,0.009,4.884,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.673,0.019
0.009,4.999,0.011,0.009,-0.705,0.029,0.009,3.539,0.028,0.009,4.894,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.695,0.023
0.009,5.000,0.006,0.009,-0.642,0.033,0.009,3.586,0.030,0.009,4.905,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.719,0.024
0.009,5.000,0.010,0.009,-0.575,0.032,0.009,3.624,0.029,0.009,4.920,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.739,0.022
0.009,5.002,0.014,0.009,-0.514,0.032,0.009,3.664,0.027,0.009,4.923,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.757,0.021
0.009,4.992,0.012,0.009,-0.454,0.030,0.009,3.706,0.028,0.009,4.928,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.778,0.019
0.009,4.991,0.014,0.009,-0.394,0.029,0.009,3.750,0.029,0.009,4.939,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.796,0.015
0.009,4.983,0.013,0.009,-0.329,0.028,0.009,3.788,0.025,0.009,4.949,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.813,0.010
0.009,4.979,0.013,0.009,-0.268,0.027,0.009,3.827,0.028,0.009,4.955,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.831,0.008
0.009,4.974,0.010,0.009,-0.203,0.025,0.009,3.869,0.025,0.009,4.963,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.853,0.013
0.009,4.966,0.007,0.009,-0.144,0.025,0.009,3.902,0.025,0.009,4.963,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.866,0.013
0.009,4.953,0.008,0.009,-0.082,0.029,0.009,3.943,0.025,0.009,4.966,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.881,0.015
0.009,4.947,0.016,0.009,-0.015,0.033,0.009,3.982,0.030,0.009,4.973,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.901,0.017
0.009,4.939,0.017,0.009,0.041,0.033,0.009,4.020,0.030,0.009,4.974,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.909,0.012
0.009,4.924,0.014,0.009,0.104,0.032,0.009,4.049,0.027,0.009,4.975,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.918,0.008
0.009,4.914,0.016,0.009,0.163,0.033,0.009,4.089,0.029,0.009,4.973,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.934,0.007
0.009,4.901,0.016,0.009,0.222,0.030,0.009,4.116,0.030,0.009,4.977,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.946,0.005
0.009,4.891,0.016,0.009,0.283,0.029,0.009,4.153,0.025,0.009,4.981,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.951,0.002
0.009,4.880,0.013,0.009,0.346,0.032,0.009,4.189,0.032,0.009,4.983,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.961,0.004
0.009,4.859,0.012,0.009,0.404,0.032,0.009,4.227,0.030,0.009,4.981,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.970,0.008
0.009,4.847,0.014,0.009,0.469,0.033,0.009,4.253,0.032,0.009,4.980,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.974,0.008
0.009,4.831,0.016,0.009,0.526,0.032,0.009,4.286,0.030,0.009,4.977,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.983,0.010
0.009,4.811,0.016,0.009,0.591,0.035,0.009,4.308,0.032,0.009,4.974,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.985,0.008
0.009,4.790,0.016,0.009,0.653,0.035,0.009,4.343,0.025,0.009,4.963,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.990,0.004
0.009,4.780,0.012,0.009,0.710,0.038,0.009,4.375,0.029,0.009,4.961,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.991,-1.052E-4
0.009,4.761,0.010,0.009,0.775,0.035,0.009,4.403,0.033,0.009,4.952,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.992,0.002
0.009,4.747,0.011,0.009,0.834,0.038,0.009,4.431,0.030,0.009,4.953,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.994,-0.001
0.009,4.721,0.008,0.009,0.893,0.035,0.009,4.454,0.028,0.009,4.941,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.991,0.002
0.009,4.701,0.007,0.009,0.954,0.038,0.009,4.486,0.028,0.009,4.934,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.995,0.004
0.009,4.678,0.012,0.009,1.018,0.035,0.009,4.510,0.032,0.009,4.928,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.991,0.008
0.009,4.662,0.013,0.009,1.080,0.039,0.009,4.540,0.030,0.009,4.920,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.990,0.012
0.009,4.645,0.017,0.009,1.136,0.039,0.009,4.563,0.028,0.009,4.909,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.988,0.007
0.009,4.620,0.018,0.009,1.199,0.033,0.009,4.588,0.030,0.009,4.901,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.988,0.008
0.009,4.593,0.014,0.009,1.257,0.033,0.009,4.612,0.029,0.009,4.887,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.980,0.006
0.009,4.573,0.011,0.009,1.319,0.035,0.009,4.638,0.027,0.009,4.875,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.970,0.001
0.009,4.546,0.013,0.009,1.384,0.033,0.009,4.663,0.029,0.009,4.859,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.966,0.002
0.009,4.524,0.007,0.009,1.445,0.034,0.009,4.685,0.028,0.009,4.841,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.957,0.006
0.009,4.502,0.006,0.009,1.501,0.035,0.009,4.709,0.024,0.009,4.828,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.955,0.010
0.009,4.480,0.007,0.009,1.562,0.038,0.009,4.730,0.027,0.009,4.811,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.941,0.012
0.009,4.448,0.007,0.009,1.625,0.034,0.009,4.753,0.030,0.009,4.798,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.938,0.012
0.009,4.421,0.013,0.009,1.679,0.029,0.009,4.772,0.025,0.009,4.775,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.920,0.010
0.009,4.391,0.011,0.009,1.748,0.028,0.009,4.791,0.028,0.009,4.751,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.916,0.005
0.009,4.369,0.006,0.009,1.803,0.027,0.009,4.808,0.028,0.009,4.730,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.903,0.005
0.009,4.332,0.003,0.009,1.865,0.025,0.009,4.822,0.024,0.009,4.709,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.892,0.006
0.009,4.300,0.001,0.009,1.922,0.028,0.009,4.842,0.021,0.009,4.689,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.877,0.004
0.009,4.270,-0.004,0.009,1.981,0.028,0.009,4.859,0.021,0.009,4.662,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.867,-1.052E-4
0.009,4.242,0.001,0.009,2.042,0.030,0.009,4.878,0.021,0.009,4.632,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.855,0.006
0.009,4.203,0.001,0.009,2.096,0.032,0.009,4.892,0.021,0.009,4.607,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.840,0.007
0.009,4.173,0.002,0.009,2.156,0.027,0.009,4.901,0.023,0.009,4.581,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.829,0.007
0.009,4.148,0.006,0.009,2.217,0.029,0.009,4.918,0.019,0.009,4.554,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.809,0.005
0.009,4.106,0.007,0.009,2.276,0.024,0.009,4.934,0.019,0.009,4.527,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.797,0.002
0.009,4.068,0.002,0.009,2.329,0.024,0.009,4.941,0.023,0.009,4.502,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.783,0.002
0.009,4.037,-0.001,0.009,2.391,0.024,0.009,4.949,0.018,0.009,4.469,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.767,-1.052E-4
0.009,3.999,-1.699E-4,0.009,2.449,0.024,0.009,4.961,0.016,0.009,4.439,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.748,0.002
0.009,3.957,-1.699E-4,0.009,2.501,0.025,0.009,4.969,0.017,0.009,4.414,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.724,-0.001
0.009,3.917,-0.001,0.009,2.556,0.027,0.009,4.975,0.017,0.009,4.385,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.702,-1.052E-4
0.009,3.882,0.001,0.009,2.616,0.032,0.009,4.983,0.019,0.009,4.358,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.690,-0.001
0.009,3.840,0.002,0.009,2.663,0.034,0.009,4.984,0.019,0.009,4.322,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.669,-0.004
0.009,3.800,0.006,0.009,2.717,0.029,0.009,4.985,0.018,0.009,4.295,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.649,-1.052E-4
0.009,3.766,0.008,0.009,2.762,0.025,0.009,4.994,0.018,0.009,4.261,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.627,-0.006
0.009,3.720,0.007,0.009,2.817,0.023,0.009,4.995,0.017,0.009,4.227,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.599,-0.009
0.009,3.672,0.006,0.009,2.867,0.023,0.009,4.994,0.017,0.009,4.198,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.579,-0.011
0.009,3.620,0.003,0.009,2.920,0.027,0.009,4.997,0.018,0.009,4.164,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.553,-0.009
0.009,3.580,-1.699E-4,0.009,2.965,0.030,0.009,4.992,0.018,0.009,4.127,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.530,-0.007
0.009,3.537,0.002,0.009,3.020,0.030,0.009,4.992,0.014,0.009,4.084,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.508,-0.010
0.009,3.492,0.003,0.009,3.070,0.032,0.009,4.988,0.016,0.009,4.055,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.483,-0.007
0.009,3.443,0.010,0.009,3.117,0.032,0.009,4.991,0.022,0.009,4.023,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.458,-0.010
0.009,3.393,0.008,0.009,3.159,0.028,0.009,4.985,0.021,0.009,3.984,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.424,-0.014
0.009,3.354,0.007,0.009,3.200,0.027,0.009,4.977,0.014,0.009,3.950,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.393,-0.014
0.009,3.298,0.007,0.009,3.247,0.022,0.009,4.968,0.013,0.009,3.915,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.364,-0.012
0.009,3.254,0.005,0.009,3.296,0.022,0.009,4.969,0.016,0.009,3.882,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.338,-0.009
0.009,3.202,0.001,0.009,3.347,0.027,0.009,4.961,0.016,0.009,3.841,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.308,-0.009
0.009,3.152,0.005,0.009,3.386,0.028,0.009,4.952,0.017,0.009,3.804,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.267,-0.009
0.009,3.106,0.005,0.009,3.431,0.030,0.009,4.941,0.017,0.009,3.762,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.237,-0.007
0.010,3.059,0.006,0.010,3.476,0.034,0.010,4.936,0.018,0.010,3.714,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,4.194,-0.015
0.010,3.003,0.007,0.010,3.514,0.030,0.010,4.925,0.018,0.010,3.679,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,4.168,-0.015
0.010,2.961,0.007,0.010,3.554,0.027,0.010,4.916,0.021,0.010,3.635,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,4.132,-0.011
0.010,2.906,0.007,0.010,3.603,0.027,0.010,4.901,0.014,0.010,3.598,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,4.092,-0.015
0.010,2.851,0.007,0.010,3.646,0.030,0.010,4.892,0.016,0.010,3.556,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,4.056,-0.016
0.010,2.800,-1.699E-4,0.010,3.688,0.029,0.010,4.880,0.017,0.010,3.517,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,4.016,-0.011
