"Time (s) Run #1","Output Voltage, Ch V (V) Run #1","Voltage, Ch A (V) Run #1","Time (s) Run #2","Output Voltage, Ch V (V) Run #2","Voltage, Ch A (V) Run #2","Time (s) Run #3","Output Voltage, Ch V (V) Run #3","Voltage, Ch A (V) Run #3","Time (s) Run #4","Output Voltage, Ch V (V) Run #4","Voltage, Ch A (V) Run #4","Time (s) Run #5","Output Voltage, Ch V (V) Run #5","Voltage, Ch A (V) Run #5","Time (s) Run #6","Output Voltage, Ch V (V) Run #6","Voltage, Ch A (V) Run #6","Time (s) Run #7","Output Voltage, Ch V (V) Run #7","Voltage, Ch A (V) Run #7","Time (s) Run #8","Output Voltage, Ch V (V) Run #8","Voltage, Ch A (V) Run #8","Time (s) Run #9","Output Voltage, Ch V (V) Run #9","Voltage, Ch A (V) Run #9","Time (s) Run #10","Output Voltage, Ch V (V) Run #10","Voltage, Ch A (V) Run #10","Time (s) Run #11","Output Voltage, Ch V (V) Run #11","Voltage, Ch A (V) Run #11","Time (s) Run #12","Output Voltage, Ch V (V) Run #12","Voltage, Ch A (V) Run #12","Time (s) Run #13","Output Voltage, Ch V (V) Run #13","Voltage, Ch A (V) Run #13","Time (s) Run #14","Output Voltage, Ch V (V) Run #14","Voltage, Ch A (V) Run #14","Time (s) Run #15","Output Voltage, Ch V (V) Run #15","Voltage, Ch A (V) Run #15","Time (s) Run #16","Output Voltage, Ch V (V) Run #16","Voltage, Ch A (V) Run #16","Time (s) Run #17","Output Voltage, Ch V (V) Run #17","Voltage, Ch A (V) Run #17","Time (s) Run #18","Output Voltage, Ch V (V) Run #18","Voltage, Ch A (V) Run #18","Time (s) Run #19","Output Voltage, Ch V (V) Run #19","Voltage, Ch A (V) Run #19","Time (s) Run #20","Output Voltage, Ch V (V) Run #20","Voltage, Ch A (V) Run #20","Time (s) Run #21","Output Voltage, Ch V (V) Run #21","Voltage, Ch A (V) Run #21"
0.010,2.748,0.002,0.010,3.733,0.029,0.010,4.866,0.016,0.010,3.469,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.983,-0.007
0.010,2.693,0.006,0.010,3.764,0.030,0.010,4.851,0.016,0.010,3.423,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.937,-0.009
0.010,2.640,0.005,0.010,3.807,0.032,0.010,4.841,0.016,0.010,3.381,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.899,-0.004
0.010,2.591,0.003,0.010,3.850,0.030,0.010,4.819,0.017,0.010,3.332,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.852,-0.009
0.010,2.541,0.001,0.010,3.894,0.032,0.010,4.809,0.014,0.010,3.282,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.816,-0.010
0.010,2.497,0.003,0.010,3.932,0.029,0.010,4.792,0.016,0.010,3.237,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.772,-0.012
0.010,2.436,0.007,0.010,3.974,0.029,0.010,4.778,0.012,0.010,3.189,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.733,-0.015
0.010,2.381,-1.699E-4,0.010,4.007,0.030,0.010,4.761,0.011,0.010,3.143,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.688,-0.012
0.010,2.331,0.001,0.010,4.045,0.028,0.010,4.751,0.012,0.010,3.088,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.646,-0.007
0.010,2.270,0.002,0.010,4.077,0.029,0.010,4.728,0.014,0.010,3.034,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.598,-0.006
0.010,2.220,0.001,0.010,4.123,0.029,0.010,4.707,0.011,0.010,2.984,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.548,-0.006
0.010,2.163,0.001,0.010,4.161,0.032,0.010,4.695,0.014,0.010,2.937,-1.699E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.506,-0.009
0.010,2.108,0.003,0.010,4.189,0.027,0.010,4.669,0.014,0.010,2.878,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.463,-0.010
0.010,2.055,0.005,0.010,4.230,0.024,0.010,4.647,0.011,0.010,2.827,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.415,-0.015
0.010,2.001,0.001,0.010,4.258,0.023,0.010,4.624,0.006,0.010,2.777,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.369,-0.018
0.010,1.947,-0.003,0.010,4.294,0.022,0.010,4.606,0.008,0.010,2.724,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.324,-0.018
0.010,1.888,-0.004,0.010,4.331,0.023,0.010,4.580,0.003,0.010,2.671,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.275,-0.015
0.010,1.827,-0.006,0.010,4.363,0.023,0.010,4.557,0.005,0.010,2.615,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.236,-0.011
0.010,1.771,-0.009,0.010,4.397,0.024,0.010,4.538,0.006,0.010,2.561,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.177,-0.009
0.010,1.715,-0.004,0.010,4.424,0.025,0.010,4.510,0.010,0.010,2.511,-1.699E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.135,-0.011
0.010,1.656,-0.001,0.010,4.453,0.023,0.010,4.491,0.010,0.010,2.446,-1.699E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.092,-0.007
0.010,1.596,-0.001,0.010,4.482,0.019,0.010,4.466,0.011,0.010,2.394,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,3.044,-0.010
0.010,1.539,-0.001,0.010,4.513,0.018,0.010,4.437,0.011,0.010,2.331,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,2.991,-0.015
0.010,1.481,-0.004,0.010,4.544,0.022,0.010,4.407,0.007,0.010,2.270,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,2.945,-0.018
0.010,1.417,-0.006,0.010,4.569,0.023,0.010,4.375,0.002,0.010,2.215,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,2.890,-0.020
0.010,1.358,-0.005,0.010,4.588,0.021,0.010,4.345,0.002,0.010,2.162,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,2.845,-0.017
0.010,1.296,-0.006,0.010,4.616,0.022,0.010,4.310,0.003,0.010,2.101,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,2.790,-0.016
0.010,1.233,-0.004,0.010,4.638,0.022,0.010,4.281,0.003,0.010,2.046,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,2.743,-0.014
0.010,1.170,-0.005,0.010,4.660,0.022,0.010,4.247,0.006,0.010,1.991,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,2.693,-0.012
0.010,1.113,-0.004,0.010,4.685,0.013,0.010,4.210,0.006,0.010,1.935,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,2.645,-0.014
0.010,1.052,-0.001,0.010,4.712,0.017,0.010,4.177,0.002,0.010,1.876,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,2.594,-0.020
0.010,0.982,-0.001,0.010,4.729,0.021,0.010,4.137,0.001,0.010,1.815,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,2.540,-0.023
0.010,0.921,-0.004,0.010,4.748,0.016,0.010,4.101,-0.003,0.010,1.759,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,2.489,-0.022
0.010,0.857,-0.003,0.010,4.770,0.019,0.010,4.065,0.001,0.010,1.705,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,2.436,-0.026
0.010,0.798,-0.003,0.010,4.783,0.019,0.010,4.027,-0.003,0.010,1.637,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,2.384,-0.021
0.010,0.732,-0.003,0.010,4.803,0.021,0.010,3.991,0.002,0.010,1.585,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,2.326,-0.018
0.010,0.668,-0.003,0.010,4.818,0.022,0.010,3.946,0.001,0.010,1.528,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,2.274,-0.018
0.010,0.604,-0.004,0.010,4.831,0.025,0.010,3.904,0.001,0.010,1.473,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,2.212,-0.020
0.010,0.536,-0.001,0.010,4.840,0.022,0.010,3.866,0.005,0.010,1.413,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,2.165,-0.020
0.010,0.478,-1.699E-4,0.010,4.859,0.017,0.010,3.830,0.007,0.010,1.351,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,2.107,-0.020
0.010,0.410,-1.699E-4,0.010,4.868,0.021,0.010,3.783,0.006,0.010,1.293,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,2.049,-0.022
0.010,0.351,-1.699E-4,0.010,4.874,0.021,0.010,3.745,0.002,0.010,1.230,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,1.987,-0.027
0.010,0.287,-0.003,0.010,4.889,0.016,0.010,3.695,-0.001,0.010,1.175,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,1.927,-0.025
0.010,0.216,-0.007,0.010,4.900,0.018,0.010,3.653,-0.001,0.010,1.113,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,1.870,-0.026
0.010,0.149,-0.006,0.010,4.913,0.023,0.010,3.603,-1.699E-4,0.010,1.059,-0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,1.813,-0.023
0.010,0.091,-0.003,0.010,4.919,0.025,0.010,3.562,-1.699E-4,0.010,0.992,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,1.753,-0.021
0.010,0.029,0.001,0.010,4.927,0.022,0.010,3.518,0.001,0.010,0.932,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,1.701,-0.021
0.010,-0.031,-1.699E-4,0.010,4.936,0.018,0.010,3.474,0.003,0.010,0.876,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,1.632,-0.021
0.010,-0.093,0.001,0.010,4.940,0.018,0.010,3.432,0.003,0.010,0.814,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,1.578,-0.025
0.010,-0.155,0.002,0.010,4.944,0.016,0.010,3.385,0.002,0.010,0.758,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,1.513,-0.026
0.010,-0.219,0.001,0.010,4.947,0.016,0.010,3.336,-1.699E-4,0.010,0.689,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,1.448,-0.028
0.010,-0.280,-0.004,0.010,4.958,0.018,0.010,3.290,0.002,0.010,0.631,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,1.385,-0.026
0.010,-0.343,-0.003,0.010,4.961,0.018,0.010,3.240,0.005,0.010,0.574,-0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,1.325,-0.023
0.010,-0.408,-0.007,0.010,4.966,0.019,0.010,3.188,-0.001,0.010,0.509,-0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,1.260,-0.022
0.010,-0.469,-0.004,0.010,4.964,0.021,0.010,3.148,-0.001,0.010,0.443,-0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,1.195,-0.025
0.010,-0.529,-0.001,0.010,4.970,0.019,0.010,3.097,0.001,0.010,0.382,-0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,1.137,-0.022
0.010,-0.591,-0.001,0.010,4.973,0.019,0.010,3.048,-1.699E-4,0.010,0.323,-0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,1.073,-0.023
0.010,-0.650,-0.003,0.010,4.973,0.021,0.010,3.005,-1.699E-4,0.010,0.259,-0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,1.013,-0.027
0.010,-0.708,-0.003,0.010,4.973,0.016,0.010,2.958,0.002,0.010,0.190,-0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,0.952,-0.027
0.010,-0.773,-0.004,0.010,4.974,0.014,0.010,2.904,-0.001,0.010,0.128,-0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,0.887,-0.023
0.010,-0.830,-0.006,0.010,4.973,0.016,0.010,2.850,-0.001,0.010,0.071,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,0.821,-0.025
0.010,-0.889,-0.006,0.010,4.970,0.018,0.010,2.806,0.001,0.010,0.007,-0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,0.759,-0.021
0.010,-0.950,-0.003,0.010,4.973,0.019,0.010,2.752,-0.001,0.010,-0.058,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,0.700,-0.020
0.010,-1.010,-0.007,0.010,4.963,0.016,0.010,2.699,-1.699E-4,0.010,-0.125,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,0.633,-0.025
0.010,-1.070,-0.005,0.010,4.968,0.014,0.010,2.656,0.001,0.010,-0.183,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,0.569,-0.027
0.010,-1.131,-0.001,0.010,4.963,0.016,0.010,2.605,0.003,0.010,-0.252,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,0.504,-0.027
0.010,-1.188,-0.004,0.010,4.953,0.010,0.010,2.545,-1.699E-4,0.010,-0.314,-0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,0.448,-0.025
0.010,-1.244,-0.005,0.010,4.952,0.011,0.010,2.497,-0.006,0.010,-0.382,-0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,0.389,-0.022
0.010,-1.301,-0.007,0.010,4.945,0.011,0.010,2.446,-0.004,0.010,-0.441,-0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,0.327,-0.021
0.010,-1.369,-0.005,0.010,4.938,0.012,0.010,2.395,-0.005,0.010,-0.514,-0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,0.262,-0.025
0.010,-1.424,-0.005,0.010,4.931,0.010,0.010,2.340,-0.006,0.010,-0.580,-0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,0.199,-0.022
0.010,-1.485,-0.005,0.010,4.920,0.012,0.010,2.280,-0.007,0.010,-0.644,-0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,0.129,-0.023
0.010,-1.546,-0.006,0.010,4.916,0.016,0.010,2.224,-0.006,0.010,-0.703,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,0.075,-0.023
0.010,-1.603,-0.006,0.010,4.905,0.010,0.010,2.170,-0.005,0.010,-0.766,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,0.014,-0.027
0.010,-1.654,-0.005,0.010,4.890,0.010,0.010,2.116,-0.006,0.010,-0.830,-0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-0.043,-0.027
0.010,-1.720,-0.001,0.010,4.883,0.008,0.010,2.054,-0.006,0.010,-0.891,-0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-0.108,-0.028
0.010,-1.781,-0.005,0.010,4.867,0.011,0.010,1.998,-0.011,0.010,-0.947,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-0.167,-0.026
0.010,-1.846,-0.006,0.010,4.851,0.011,0.010,1.944,-0.011,0.010,-1.013,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-0.226,-0.023
0.010,-1.898,-0.005,0.010,4.836,0.011,0.010,1.889,-0.010,0.010,-1.081,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-0.287,-0.022
0.010,-1.961,-0.005,0.010,4.824,0.007,0.010,1.826,-0.009,0.010,-1.135,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-0.352,-0.018
0.010,-2.018,-0.005,0.010,4.804,0.008,0.010,1.767,-0.007,0.010,-1.199,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-0.414,-0.022
0.010,-2.071,-0.004,0.010,4.784,0.012,0.010,1.705,-0.005,0.010,-1.255,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-0.470,-0.025
0.010,-2.133,-0.001,0.010,4.763,0.008,0.010,1.648,-0.007,0.010,-1.319,-1.699E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-0.531,-0.026
0.010,-2.193,-0.007,0.010,4.742,0.006,0.010,1.583,-0.011,0.010,-1.388,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-0.587,-0.028
0.010,-2.246,-0.004,0.010,4.725,0.010,0.010,1.526,-0.011,0.010,-1.441,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-0.655,-0.032
0.010,-2.310,-0.007,0.010,4.701,0.012,0.010,1.465,-0.011,0.010,-1.497,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-0.717,-0.029
0.010,-2.366,-0.007,0.010,4.678,0.007,0.010,1.406,-0.011,0.010,-1.560,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-0.772,-0.028
0.010,-2.425,-0.006,0.010,4.653,0.010,0.010,1.346,-0.010,0.010,-1.616,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-0.832,-0.027
0.010,-2.483,-0.005,0.010,4.635,0.008,0.010,1.279,-0.009,0.010,-1.670,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-0.894,-0.022
0.010,-2.533,-0.005,0.010,4.608,0.008,0.010,1.225,-0.006,0.010,-1.723,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-0.958,-0.025
0.010,-2.594,-0.004,0.010,4.576,0.012,0.010,1.155,-0.004,0.010,-1.787,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-1.015,-0.025
0.010,-2.652,-0.005,0.010,4.552,0.008,0.010,1.094,-0.003,0.010,-1.850,-0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-1.076,-0.028
0.010,-2.700,-0.004,0.010,4.529,0.005,0.010,1.020,-0.007,0.010,-1.903,-0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-1.142,-0.028
0.010,-2.757,-0.006,0.010,4.494,0.006,0.010,0.959,-0.012,0.010,-1.956,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-1.206,-0.033
0.010,-2.811,-0.007,0.010,4.459,0.005,0.010,0.903,-0.011,0.010,-2.009,-0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-1.260,-0.033
0.010,-2.854,-0.004,0.010,4.435,0.006,0.010,0.841,-0.009,0.010,-2.067,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-1.330,-0.028
0.010,-2.907,-0.001,0.010,4.399,0.006,0.010,0.776,-0.009,0.010,-2.125,-0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-1.386,-0.027
0.010,-2.962,-1.699E-4,0.010,4.374,0.005,0.010,0.711,-0.010,0.010,-2.180,-0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-1.447,-0.025
0.010,-3.009,0.001,0.010,4.339,0.007,0.010,0.654,-0.010,0.010,-2.232,-0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-1.509,-0.023
0.010,-3.057,0.006,0.010,4.311,0.007,0.010,0.585,-0.004,0.010,-2.279,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-1.570,-0.026
0.010,-3.109,0.006,0.010,4.284,0.006,0.010,0.522,-0.005,0.010,-2.342,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-1.629,-0.028
0.010,-3.155,0.001,0.010,4.242,0.005,0.010,0.466,-0.009,0.010,-2.392,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-1.697,-0.031
0.010,-3.201,0.006,0.010,4.211,0.005,0.010,0.399,-0.010,0.010,-2.446,-0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-1.757,-0.029
0.010,-3.250,0.003,0.010,4.179,0.007,0.010,0.340,-0.007,0.010,-2.503,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-1.813,-0.027
0.010,-3.295,0.002,0.010,4.144,0.010,0.010,0.272,-0.006,0.010,-2.553,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-1.870,-0.026
0.010,-3.345,0.003,0.010,4.110,0.007,0.010,0.213,-0.006,0.010,-2.610,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-1.934,-0.022
0.010,-3.394,-1.699E-4,0.010,4.070,0.007,0.010,0.152,-0.009,0.010,-2.661,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-1.986,-0.023
0.010,-3.432,0.001,0.010,4.039,0.008,0.010,0.090,-0.005,0.010,-2.710,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-2.051,-0.026
0.010,-3.479,0.006,0.010,3.998,0.006,0.010,0.033,-0.001,0.010,-2.774,-0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-2.106,-0.022
0.010,-3.524,0.006,0.010,3.963,-1.699E-4,0.010,-0.030,0.001,0.010,-2.815,-0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-2.168,-0.027
0.010,-3.572,-0.003,0.010,3.926,-0.001,0.010,-0.092,-0.003,0.010,-2.874,-0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-2.224,-0.026
0.010,-3.613,-0.006,0.010,3.894,-0.001,0.010,-0.154,-0.007,0.010,-2.925,-0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-2.282,-0.026
0.010,-3.653,-0.004,0.010,3.855,0.002,0.010,-0.219,-0.009,0.010,-2.976,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-2.344,-0.022
0.010,-3.696,-0.005,0.010,3.816,0.005,0.010,-0.281,-0.007,0.010,-3.028,-0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-2.398,-0.026
0.010,-3.734,-0.007,0.010,3.778,0.005,0.010,-0.335,-0.006,0.010,-3.081,-0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,-2.451,-0.021
